creationTimestamp | Name | Reason | Host | Component | Message
2024-02-16T10:43:20Z | testhttpserver-1-82xks.17b451e49b401dfd | Pulled | worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com | kubelet | Successfully pulled image "image-registry.openshift-image-registry.svc:5000/brms-nayan/testhttpserver@sha256:cbdfc864b4641490f595cb08f927fdda4ca7cef47bb7e43b360944247d6b4039" in 126.309009ms
2024-02-16T10:43:21Z | testhttpserver-1-82xks.17b451e4a5e509f2 | Created | worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com | kubelet | Created container testhttpserver
2024-02-16T10:43:21Z | testhttpserver-1-82xks.17b451e4a834b1db | Started | worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com | kubelet | Started container testhttpserver
2024-02-16T10:43:48Z | testhttpserver-2-deploy.17b451eb208960bd | Scheduled | null | null | Successfully assigned brms-nayan/testhttpserver-2-deploy to worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com by master-0.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com
2024-02-16T10:43:48Z | testhttpserver.17b451eb1e3f49ad | DeploymentCreated | null | deploymentconfig-controller | Created new replication controller "testhttpserver-2" for version 2
2024-02-16T10:43:51Z | testhttpserver-2-deploy.17b451ebc221270e | AddedInterface | null | multus | Add eth0 [10.131.0.189/23] from ovn-kubernetes
2024-02-16T10:43:51Z | testhttpserver-2-deploy.17b451ebc5b5eab4 | Pulled | worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com | kubelet | Container image "quay.io/openshift-release-dev/ocp-v4.0-art-dev@sha256:1d3b612530d3feccf54423875ed0205792552e7e0a7b20f4d10574f6534709a7" already present on machine
2024-02-16T10:43:51Z | testhttpserver-2-deploy.17b451ebcf79e3d9 | Created | worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com | kubelet | Created container deployment
2024-02-16T10:43:51Z | testhttpserver-2-deploy.17b451ebd1bab508 | Started | worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com | kubelet | Started container deployment
2024-02-16T10:43:53Z | testhttpserver-2-pbx2v.17b451ec2084e755 | Scheduled | null | null | Successfully assigned brms-nayan/testhttpserver-2-pbx2v to worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com by master-0.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com
2024-02-16T10:43:53Z | testhttpserver-2.17b451ec202d6a33 | SuccessfulCreate | null | replication-controller | Created pod: testhttpserver-2-pbx2v
2024-02-16T10:43:55Z | testhttpserver-2-pbx2v.17b451ecb1f58311 | AddedInterface | null | multus | Add eth0 [10.131.0.190/23] from ovn-kubernetes
2024-02-16T10:43:55Z | testhttpserver-2-pbx2v.17b451ecb4a36ec0 | Pulling | worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com | kubelet | Pulling image "image-registry.openshift-image-registry.svc:5000/brms-nayan/testhttpserver@sha256:cbdfc864b4641490f595cb08f927fdda4ca7cef47bb7e43b360944247d6b4039"
2024-02-16T10:43:55Z | testhttpserver-2-pbx2v.17b451ecbd65696a | Pulled | worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com | kubelet | Successfully pulled image "image-registry.openshift-image-registry.svc:5000/brms-nayan/testhttpserver@sha256:cbdfc864b4641490f595cb08f927fdda4ca7cef47bb7e43b360944247d6b4039" in 146.906702ms
2024-02-16T10:43:56Z | testhttpserver-2-pbx2v.17b451ecca55ca37 | Created | worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com | kubelet | Created container testhttpserver
2024-02-16T10:43:56Z | testhttpserver-2-pbx2v.17b451eccc079648 | Started | worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com | kubelet | Started container testhttpserver
2024-02-16T10:43:57Z | testhttpserver-1-82xks.17b451ed1433a560 | Killing | worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com | kubelet | Stopping container testhttpserver
2024-02-16T10:43:57Z | testhttpserver-1.17b451ed11822100 | SuccessfulDelete | null | replication-controller | Deleted pod: testhttpserver-1-82xks
2024-02-16T10:44:04Z | testhttpserver-2-pbx2v.17b451eea4264d74 | Killing | worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com | kubelet | Stopping container testhttpserver
2024-02-16T10:44:04Z | testhttpserver-2-pxmfz.17b451eea5ce7995 | Scheduled | null | null | Successfully assigned brms-nayan/testhttpserver-2-pxmfz to worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com by master-0.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com
2024-02-16T10:44:04Z | testhttpserver-2.17b451eea555e36a | SuccessfulCreate | null | replication-controller | Created pod: testhttpserver-2-pxmfz
2024-02-16T10:44:06Z | testhttpserver-2-pxmfz.17b451ef43dbfdd0 | AddedInterface | null | multus | Add eth0 [10.131.0.191/23] from ovn-kubernetes
2024-02-16T10:44:06Z | testhttpserver-2-pxmfz.17b451ef46c02121 | Pulling | worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com | kubelet | Pulling image "image-registry.openshift-image-registry.svc:5000/brms-nayan/testhttpserver@sha256:cbdfc864b4641490f595cb08f927fdda4ca7cef47bb7e43b360944247d6b4039"
2024-02-16T10:44:06Z | testhttpserver-2-pxmfz.17b451ef4e0f60d6 | Pulled | worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com | kubelet | Successfully pulled image "image-registry.openshift-image-registry.svc:5000/brms-nayan/testhttpserver@sha256:cbdfc864b4641490f595cb08f927fdda4ca7cef47bb7e43b360944247d6b4039" in 122.606934ms
2024-02-16T10:44:07Z | testhttpserver-2-pxmfz.17b451ef58495506 | Created | worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com | kubelet | Created container testhttpserver
2024-02-16T10:44:07Z | testhttpserver-2-pxmfz.17b451ef5b38ee90 | Started | worker-2.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com | kubelet | Started container testhttpserver
2024-02-16T10:47:25Z | testhttpserver-2-2rrw9.17b4521d6ea374f2 | Scheduled | null | null | Successfully assigned brms-nayan/testhttpserver-2-2rrw9 to worker-0.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com by master-0.shrocp4upi411ovn.lab.upshift.rdu2.redhat.com
2024-02-16T10:47:25Z | testhttpserver-2.17b4521d6e534167 | SuccessfulCreate | null | replication-controller | Created pod: testhttpserver-2-2rrw9
2024-02-16T10:47:25Z | testhttpserver.17b4521d6d2e5793 | ReplicationControllerScaled | null | deploymentconfig-controller | Scaled replication controller "testhttpserver-2" from 1 to 2
2024-02-16T10:47:27Z | testhttpserver-2-2rrw9.17b4521df59d0470 | AddedInterface | null | multus | Add eth0 [10.128.2.159/23] from ovn-kubernetes
